idx,name,permno,comnam
19408,FORMFACTOR INC,89753.0,FORMFACTOR INC
19423,ADVANCIS PHARMACEUTICAL CORP,89860.0,ADVANCIS PHARMACEUTICAL CORP
19436,RIGEL PHARMACEUTICALS INC,88810.0,RIGEL PHARMACEUTICALS INC
19440,BUSH BOAKE ALLEN LTD,80593.0,BUSH BOAKE ALLEN INC
19443,MEDTRONICS INC,60097.0,MEDTRONIC INC
19444,NETWORK ASSOCIATES INC,77976.0,NETWORKS ASSOCIATES INC
19447,ULTRATECH STEPPER INC,79628.0,ULTRATECH INC
19447,ULTRATECH STEPPER INC,79628.0,ULTRATECH STEPPER INC
19455,NEOMEND INC,57083.0,NEOMED INC
19460,AVAYA TECHNOLOGY CORP,17234.0,AVAYA HOLDINGS CORP
19460,AVAYA TECHNOLOGY CORP,88587.0,AVAYA INC
19462,ATRIX LAB INC,76883.0,ATRIX INTERNATIONAL INC
19465,APPLIED MICRO CIRCUITS CORP,85522.0,APPLIED MICRO CIRCUITS CORP
19467,HEWLETT PACKARD DEVELOPMENT CO,15707.0,HEWLETT PACKARD ENTERPRISE CO
19467,HEWLETT PACKARD DEVELOPMENT CO,27828.0,HEWLETT PACKARD CO
19499,NORDIC TECHNOLOGIES INC,57825.0,NORDIC LTD INC
19505,INVITROGEN CORP,86725.0,INVITROGEN CORP
19507,SEAGATE TECHNOLOGY LLC,69607.0,SEAGATE TECHNOLOGY INC
19514,ASPEN TECHNOLOGY INC,80957.0,ASPEN TECHNOLOGY INC
19515,IROBOT CORP,90971.0,IROBOT CORP
19517,KRAFT FOODS HOLDINGS INC,13598.0,KRAFT FOODS GROUP INC
19517,KRAFT FOODS HOLDINGS INC,89006.0,KRAFT FOODS INC
19531,MEDTRONIC AVE INC,60097.0,MEDTRONIC INC
19532,CHEVRON USA INC,14541.0,CHEVRON CORP
19534,AMERICAN STANDARD INT INC,10372.0,AMERICAN STANDARD INC
19539,TERABEAM CORP,87634.0,TERABEAM INC
19549,FEDERAL MOGUL WORLD WIDE INC,21338.0,FEDERAL MOGUL CORP
19549,FEDERAL MOGUL WORLD WIDE INC,92640.0,FEDERAL MOGUL CORP
19549,FEDERAL MOGUL WORLD WIDE INC,92640.0,FEDERAL MOGUL HOLDINGS CORP
19558,FORGENT NETWORKS INC,77505.0,FORGENT NETWORKS INC
19573,CONOCOPHILLIPS CO,13928.0,CONOCOPHILLIPS
19574,STEREOTAXIS INC,90325.0,STEREOTAXIS INC
19582,LAM RES CORP,48486.0,LAM RESH CORP
19585,ALLEGIANCE CORP,83977.0,ALLEGIANCE CORP
19593,OAK TECHNOLOGY INC,81265.0,OAK TECHNOLOGY INC
19598,BROADCOM CORP,85963.0,BROADCOM CORP
19598,BROADCOM CORP,93002.0,BROADCOM INC
19598,BROADCOM CORP,93002.0,BROADCOM LTD
19615,SPX CORP,55212.0,S P X CORP
19617,WOODWARD GOVERNOR CO,84403.0,WOODWARD GOVERNOR CO
19618,ANIMAS CORP,90190.0,ANIMAS CORP DEL
19619,BIOMET MFG CORP,18092.0,BIOMET INC
19621,AWARE INC,83844.0,AWARE INC
19627,PE CORP,27713.0,P E CORP
19627,PE CORP,86806.0,P E CORP
19628,EXXON MOBIL CHEM PATENTS INC,11850.0,EXXON CORP
19628,EXXON MOBIL CHEM PATENTS INC,11850.0,EXXON MOBIL CORP
19631,ARVINMERITOR GMBH,85349.0,ARVINMERITOR INC
19632,OPENWAVE SYS INC,86990.0,OPENWAVE SYSTEMS INC
19636,CALLAWAY GOLF CO,77366.0,CALLAWAY GOLF CO
19643,VAPOR TECH INC,76950.0,VAPOR CORP
19643,VAPOR TECH INC,80275.0,VAPOR CORP
19646,POWER INTEGRATIONS INC,85710.0,POWER INTEGRATIONS INC
19652,STEELCASE DEV CORP,85796.0,STEELCASE INC
19662,HARMONIC INC,81621.0,HARMONIC INC
19662,HARMONIC INC,81621.0,HARMONIC LIGHTWAVES INC
19666,SCIOS INC,20678.0,SCIOS INC
19667,MEGA CHIPS CORP,12222.0,MEGA GROUP INC
19667,MEGA CHIPS CORP,52709.0,MEGA CORP
19673,RF MICRO DEVICES INC,85035.0,R F MICRO DEVICES INC
19675,AGERE SYSTEMS INC,88917.0,AGERE SYSTEMS INC
19693,BESTOP INC,77848.0,BESTOP INC
19698,SI OPTICAL INC,89577.0,S I INTERNATIONAL INC
19706,BIG BEAR NETWORKS INC,17930.0,BIG BEAR INC
19708,GENESIS MICROCHIP INC,85825.0,GENESIS MICROCHIP INC DEL
19710,INTUITIVE SURGICAL INC,88352.0,INTUITIVE SURGICAL INC
19716,COSCO MAN INC,49445.0,COSCO INC
19723,COSAT INC,41064.0,COMSAT CORP
19745,GALILEO SCIENT INC,38085.0,GALILEO CORP
19745,GALILEO SCIENT INC,85239.0,GALILEO INTERNATIONAL INC
19751,SEMITOOL INC,81275.0,SEMITOOL INC
19752,SILICON IMAGE,87345.0,SILICON IMAGE INC
19758,ROXIO INC,88980.0,ROXIO INC
19759,PLAYTEX PRODUCTS INC,80186.0,PLAYTEX PRODUCTS INC
19768,STANADYNE CORP,72390.0,STANADYNE INC
19773,C U E INC,17262.0,CUE BIOPHARMA INC
19773,C U E INC,55888.0,C U E INDUSTRIES INC
19778,NEKTAR THERAPEUTICS,80539.0,NEKTAR THERAPEUTICS
19786,INTERDIGITAL TECH CORP,45306.0,INTERDIGITAL INC
19788,SRI INTERNATIONAL INC,68292.0,S R I CORP
19792,COOK INC,38666.0,COOK INTERNATIONAL INC
19795,WATSON PHARMACEUTICALS INC,78916.0,WATSON PHARMACEUTICALS INC
19806,OBJECTIVE SYSTEMS INTEGRATORS,82732.0,OBJECTIVE SYSTEMS INTEGRATORS I
19812,VI TECHNOLOGIES INC,86198.0,V I TECHNOLOGIES INC
19814,ARTISAN COMPONENTS INC,85803.0,ARTISAN COMPONENTS INC
19815,ASPECT COMM CORP,76165.0,ASPECT COMMUNICATIONS CORP
19825,FARGO ELECTRONICS INC,87606.0,FARGO ELECTRONICS INC
19835,ADOBE SYSTEMS INC,75510.0,ADOBE SYSTEMS INC
19837,WESTERN DIGITAL FREMONT INC,66384.0,WESTERN DIGITAL CORP
19842,OLYMPUS CORP,64582.0,OLYMPUS CAPITAL CORP
19845,CREE INC,78875.0,CREE INC
19845,CREE INC,78875.0,CREE RESEARCH INC
19846,DATAPOWER TECHNOLOGY INC,28813.0,DATAPOWER INC
19852,MITY LITE INC,80460.0,MITY ENTERPRISES INC
19852,MITY LITE INC,80460.0,MITY LITE INC
19857,BIOCELL TECHNOLOGY LLC,18041.0,BIOCELL TECH
19867,SILICON STORAGE TECH INC,82619.0,SILICON STORAGE TECHNOLOGY INC
19886,VERIZON COMMUNICATIONS INC,65875.0,VERIZON COMMUNICATIONS INC
19897,ESS TECHNOLOGY INC,82488.0,E S S TECHNOLOGY INC
19917,ACCURIDE INT INC,90643.0,ACCURIDE CORP
19926,ICORIA INC,88256.0,ICORIA INC
19930,AP PHARMA INC,11636.0,A P PHARMA INC
19932,ATMEL CORP,76584.0,ATMEL CORP
19938,FREESCALE SEMICONDUCTOR INC,90251.0,FREESCALE SEMICONDUCTOR INC
19942,FIRST DATA CORP,77546.0,FIRST DATA CORP
19947,CHAMBERLAIN GROUP INC,22577.0,CHAMBERLAIN MANUFACTURING CORP
19953,HUMAN GENOME SCIENCES INC,79977.0,HUMAN GENOME SCIENCES INC
19960,VIRAGE LOGIC CORP,88385.0,VIRAGE INC
19960,VIRAGE LOGIC CORP,88580.0,VIRAGE LOGIC CORP
19972,ALCOA INC,16347.0,ALCOA CORP
19972,ALCOA INC,24643.0,ALCOA INC
19981,JDS UNIPHASE CORP,79879.0,J D S UNIPHASE CORP
19988,POWERWAVE TECHNOLOGIES INC,84330.0,POWERWAVE TECHNOLOGIES INC
19993,MAXWELL TECHNOLOGIES INC,51960.0,MAXWELL TECHNOLOGIES INC
20007,WESTERN DIGITAL TECH INC,66384.0,WESTERN DIGITAL CORP
20014,TRION IND INC,77367.0,TRION INC
20020,CREDENCE SYSTEMS CORP,79683.0,CREDENCE SYSTEMS CORP
20021,CORETRONIC CORP,10848.0,CORTRONIC CORP
20037,MONSANTO TECHNOLOGY LLC,18382.0,MONSANTO CO
20039,FRITO LAY NORTH AMERICA INC,40328.0,FRITO LAY INC
20046,MARLEY COOLING TECHNOLOGIES INC,44169.0,MARLEY COMPANY
20048,AMGEN INC,14008.0,AMGEN INC
20049,ORACLE INT CORP,10104.0,ORACLE CORP
20052,OCULAR SCIENCES INC,85304.0,OCULAR SCIENCES INC
20057,PHARMACOPEIA DRUG DISCOVERY,90133.0,PHARMACOPEIA DRUG DISCOVERY INC
20065,ROHM & HAAS ELECT MATERIALS,23990.0,ROHM & HAAS CO
20072,CASE LOGIC INC,80678.0,CASE CORP
20073,LEXICON GENETICS INC,49286.0,LEXICON CORP
20073,LEXICON GENETICS INC,88173.0,LEXICON GENETICS INC
20075,OPNEXT JAPAN INC,91825.0,OPNEXT INC
20085,AUTOLIV ASP INC,84656.0,AUTOLIV INC
20090,GRASS GMBH,49859.0,GRASS VALLEY GROUP INC
20095,INTERNAP NETWORK SERVICES CORP,87236.0,INTERNAP CORP
20095,INTERNAP NETWORK SERVICES CORP,87236.0,INTERNAP NETWORK SERVICES CORP
20096,SERENA SOFTWARE INC,86735.0,SERENA SOFTWARE INC
20109,TRANSKARYOTIC THERAPIES INC,84136.0,TRANSKARYOTIC THERAPIES INC
20110,PLANNING SYSTEMS INC,49197.0,SYSTEMS PLANNING CORP
20111,FARO TECH INC,85372.0,FARO TECHNOLOGIES INC
20116,INTERLAND INC,44661.0,INTERAND CORP
20116,INTERLAND INC,75993.0,INTERLAND INC NEW
20116,INTERLAND INC,88447.0,INTERLAND INC
20120,PIONEER HI BRED INT L INC,63096.0,PIONEER HI BRED INTL INC
20126,SI DIAMOND TECHN INC,89577.0,S I INTERNATIONAL INC
20137,ADTRAN INC,80791.0,ADTRAN INC
20140,CLOSURE MEDICAL CORP,83967.0,CLOSURE MEDICAL CORP
20142,BASIC RESOURCES INC,61292.0,BASIC RESOURCES CORP NY
20153,AUTODESK INC,85631.0,AUTODESK INC
20157,DIONEX CORP,30147.0,DIONEX CORP
20178,AIRNET COMMUNICATIONS CORP,87474.0,AIRNET COMMUNICATIONS CORP
20182,HOME DIAGNOSTICS INC,91466.0,HOME DIAGNOSTICS INC
20209,HEINZ CO H J,23077.0,HEINZ H J CO
20213,MASIMO LABORATORIES INC,92220.0,MASIMO CORP
20214,SEEBEYOND TECHNOLOGY CORP,88198.0,SEEBEYOND TECHNOLOGIES CORP
20223,CYMER INC,83928.0,CYMER INC
20255,RESMED LTD,81736.0,RESMED INC
20259,BLACKBOARD INC,90220.0,BLACKBOARD INC
20274,CITATION CORP,46957.0,CITATION COMPANIES INC
20274,CITATION CORP,80802.0,CITATION CORP ALABAMA
20276,DAKA RES INC BR VIRG ISL CORP,37859.0,DAKA INTERNATIONAL INC
20279,PUROLATOR PRODUCTS NA LLC,78192.0,PUROLATOR PRODUCTS CO
20309,WATCHGUARD TECHNOLOGIES INC,87097.0,WATCHGUARD TECHNOLOGIES INC
20319,MICREL INC,77231.0,MICEL CORP
20319,MICREL INC,81162.0,MICREL INC
20320,PIXAR,82606.0,PIXAR
20338,VALENCE TECHNOLOGY INC,77582.0,VALENCE TECHNOLOGY INC
20339,ANADIGICS INC,81539.0,ANADIGICS INC
20347,MEDTRONIC MINIMED INC,60097.0,MEDTRONIC INC
20358,RILEY POWER INC,48442.0,RILEY COMPANY
20367,ADVANCED MEDICAL OPTICS INC,89426.0,ADVANCED MEDICAL OPTICS INC
20377,LEVEL 3 COMMUNICATIONS INC,79503.0,LEVEL ONE COMMUNICATIONS INC
20377,LEVEL 3 COMMUNICATIONS INC,85991.0,LEVEL 3 COMMUNICATIONS INC
20379,CUBIC CORP,31077.0,CUBIC CORP
20379,CUBIC CORP,92763.0,CUBIC ENERGY INC
20390,CISCO SYSTEMS INC,76076.0,CISCO SYSTEMS INC
20392,NXSTAGE MEDICAL INC,90957.0,NXSTAGE MEDICAL INC
20404,NVIDIA CORP,86580.0,NVIDIA CORP
20406,SIGMATEL INC,89835.0,SIGMATEL INC
20408,COLMAN GROUP INC,24599.0,COLMAN ALEX INC
20408,COLMAN GROUP INC,39140.0,COLEMAN INC
20416,SIONEX CORP,51634.0,SONEX INC
20425,ASSURANT INC,90038.0,ASSURANT INC
20447,MEDAX INTERNATIONAL INC,52354.0,MEDFAX INC
20447,MEDAX INTERNATIONAL INC,82272.0,MEDNAX INC
20448,THERAVANCE INC,90423.0,THERAVANCE INC
20457,IAC INTERACTIVECORP,78840.0,IAC INTERACTIVECORP
20477,CASCADE MICROTECH INC,90478.0,CASCADE MICROTECH INC
20493,OPNET TECHNOLOGIES INC,88550.0,OPNET TECHNOLOGIES INC
20508,FILTERTEK INC,34818.0,FILTERTEK INC
20508,FILTERTEK INC,34818.0,FILTERTEK INC NEW
20514,CLEARWIRE CORP,91892.0,CLEARWIRE CORP
20514,CLEARWIRE CORP,91892.0,CLEARWIRE CORP NEW
20518,WESTINGHOUSE ELECTRIC CO LLC,15368.0,WESTINGHOUSE ELECTRIC CORP
20518,WESTINGHOUSE ELECTRIC CO LLC,15368.0,WESTINGHOUSE ELECTRIC & MFG CO
20536,MAXYGEN INC,87499.0,MAXYGEN INC
20550,CURRENT TECH LLC,77651.0,CURRENT TECHNOLOGY CORP
20572,MAYTAG CORP,13119.0,MAYTAG CO
20572,MAYTAG CORP,13119.0,MAYTAG CORP
20584,IMMERSION CORP,87394.0,IMMERSION CORP
20586,GOOGLE INC,90319.0,GOOGLE INC
20587,CIENA CORP,84519.0,CIENA CORP
20593,CHIASMA INC,15497.0,CHIASMA INC
20605,IMPINJ INC,16182.0,IMPINJ INC
20610,MENTOR GRAPHICS CORP,52813.0,MENTOR GRAPHICS CORP
20611,EX CELL O GMBH,20909.0,EX CELL O CORP
20622,LUND INTERNATIONAL INC,11796.0,LUND ENTERPRISES INC
20622,LUND INTERNATIONAL INC,11796.0,LUND INTERNATIONAL HOLDINGS INC
20624,JOHNSON & JOHNSON VISION CARE,22111.0,JOHNSON & JOHNSON
20642,NITROMED INC,89914.0,NITROMED INC
20645,CUMMINS INC,41080.0,CUMMINS ENGINE INC
20645,CUMMINS INC,41080.0,CUMMINS INC
20675,AMBIENT CONTROL SYSTEMS INC,12959.0,AMBIENT CORP
20687,HUTCHINSON TECHNOLOGY,88795.0,HUTCHINSON TECHNOLOGY INC
20699,UNIVERSAL ELECTRONICS INC,78915.0,UNIVERSAL ELECTRONICS INC
20702,FLORIDA POWER AND LIGHT COMPAN,24205.0,FLORIDA POWER & LIGHT CO
20704,MEDTRONIC PHYSIO CONTROL CORP,60097.0,MEDTRONIC INC
20725,CAMBRIDGE DISPLAY TECH LTD,90485.0,CAMBRIDGE DISPLAY TECHNOLOGY IN
20748,AVAGO TECHNOLOGIES GENERAL IP,93002.0,AVAGO TECHNOLOGIES LTD
20753,KERR CORP,25769.0,KERR MCGEE CORP
20753,KERR CORP,25769.0,KERR MCGEE OIL INDUSTRIES INC
20753,KERR CORP,58616.0,KERR GLASS MFG CORP
20753,KERR CORP,58616.0,KERR GROUP INC
20754,PMC SIERRA INC,76624.0,P M C SIERRA INC
20766,BEI TECHNOLOGIES INC,85358.0,B E I TECHNOLOGIES INC
20777,VIGNETTE CORP,86739.0,VIGNETTE CORP
20782,MEDTRONIC VASCULAR INC,60097.0,MEDTRONIC INC
20786,INTERSIL INC,45592.0,INTERSIL INC
20786,INTERSIL INC,45605.0,INTERSIL INC NEW
20786,INTERSIL INC,87612.0,INTERSIL CORP
20786,INTERSIL INC,87612.0,INTERSIL HOLDING CORP
20793,FORTINET INC,93132.0,FORTINET INC
20801,METABASIS THERAPEUTICS INC,90231.0,METABASIS THERAPEUTICS INC
20812,RIMAGE CORP,78054.0,RIMAGE CORP
20816,ENTEGRIS INC,88439.0,ENTEGRIS INC
20819,SYMMETRY MEDICAL INC,90515.0,SYMMETRY MEDICAL INC
20819,SYMMETRY MEDICAL INC,91946.0,SYMMETRY HOLDINGS INC
20834,AT HOME CORP,16268.0,AT HOME GROUP INC
20834,AT HOME CORP,85160.0,AT HOME CORPORATION
20866,COLUMBIA DATA PRODUCTS INC,24804.0,COLUMBIA DATA PRODS INC
20868,VISX INC,12265.0,V I S X INC
20868,VISX INC,12265.0,V I S X INC DE
20868,VISX INC,75757.0,VISX INC
20878,SENOMYX INC,90238.0,SENOMYX INC
20880,TRIDENT MICROSYSTEMS INC,78208.0,TRIDENT MICROSYSTEMS INC
20886,LSI CORP,48224.0,L S I CORP
20887,VITAL SIGNS INC,76265.0,VITAL SIGNS INC
20916,CADENCE DESIGN SYSTEMS INC,11403.0,CADENCE DESIGN SYSTEMS INC
20934,MCAFEE INC,77976.0,MCAFEE ASSOCIATES INC
20934,MCAFEE INC,77976.0,MCAFEE INC
20934,MCAFEE INC,87500.0,MCAFEE COM INC
20936,MARCOR MAN INC,13063.0,MARCOR INC
20984,PULLMAN IND INC,14066.0,PULLMAN CO
20984,PULLMAN IND INC,14066.0,PULLMAN INC
20984,PULLMAN IND INC,68654.0,PULLMAN COMPANY
21023,CHRYSLER LLC,11260.0,CHRYSLER CORP
21032,VARIAN INC,86789.0,VARIAN INC
21038,SALESFORCE COM INC,90215.0,SALESFORCE COM INC
21041,DICKEY MFG COMPANY,29904.0,DICKEY W S CLAY MFG CO
21047,CORDIS NEUROVASCULAR INC,27255.0,CORDIS CORP
21052,YAHOO INC,83435.0,YAHOO INC
21065,DIEBOLD INC,40440.0,DIEBOLD INC
21065,DIEBOLD INC,40440.0,DIEBOLD NIXDORF INC
21077,DEPUY ACROMED INC,84024.0,DEPUY INC
21078,XTENT INC,91835.0,XTENT INC
21082,PARKERVISION INC,80019.0,PARKERVISION INC
21083,CYTOKINETICS INC,90126.0,CYTOKINETICS INC
21110,CERES INC,13264.0,CERES INC
21110,CERES INC,22198.0,CERES GROUP INC
21126,IMMUNOGEN INC,75860.0,IMMUNOGEN INC
21129,SPANSION LLC,91029.0,SPANSION INC
21129,SPANSION LLC,93387.0,SPANSION INC
21163,OMNIVISION TECH INC,88458.0,OMNIVISION TECHNOLOGIES INC
21178,AMKOR TECHNOLOGY INC,86047.0,AMKOR TECHNOLOGY INC
21186,RUCKUS WIRELESS INC,13690.0,RUCKUS WIRELESS INC
21187,WARNER BROS HOME ENTERTAINMENT,38885.0,WARNER BROS CO
21192,ORBITAL SCIENCES CORP,76139.0,ORBITAL SCIENCES CORP
21208,NETWORK EQUIPMENT TECH,11038.0,NETWORK EQUIPMENT TECHNOLOGIES
21220,MASIMO CORP,92220.0,MASIMO CORP
21226,GRAFTECH INT HOLDINGS INC,81925.0,GRAFTECH INTERNATIONAL LTD
21256,RICOH CORP,66895.0,RICOH TIME CORP
21275,QUALCOMM MEMS TECHNOLOGIES INC,77178.0,QUALCOMM INC
21276,SYMANTEC OPERATING CORP,75607.0,SYMANTEC CORP
21287,GENESYS TELECOMM LAB INC,85010.0,GENESYS TELECOM LAB INC
21288,VMWARE INC,92257.0,VMWARE INC
21295,JP MORGAN CHASE & CO,47896.0,J P MORGAN CHASE & CO
21295,JP MORGAN CHASE & CO,47896.0,JPMORGAN CHASE & CO
21300,AMAZON COM INC,84788.0,AMAZON COM INC
21302,BIOLASE TECH INC,78071.0,BIOLASE INC
21302,BIOLASE TECH INC,78071.0,BIOLASE TECHNOLOGY INC
21306,FINISAR CORP,87390.0,FINISAR CORP
21341,ARCH CHEM INC,86548.0,ARCH CHEMICALS INC
21350,OSHKOSH CORP,90721.0,OSHKOSH B GOSH INC
21360,AMERICAN EXPRESS TRAVEL RELATE,10284.0,AMERICAN EXPRESS CO
21360,AMERICAN EXPRESS TRAVEL RELATE,59176.0,AMERICAN EXPRESS CO
21362,BMC SOFTWARE INC,11976.0,B M C SOFTWARE INC
21374,ITRON INC,79839.0,ITRON INC
21386,PAR TECHNOLOGY CORP,11504.0,PATHE TECHNOLOGIES INC
21386,PAR TECHNOLOGY CORP,61146.0,PAR TECHNOLOGY CORP
21402,OIL STATES IND INC,88897.0,OIL STATES INTERNATIONAL INC
21409,IMMUNOMEDICS INC,43757.0,IMMUNOMEDICS INC
21420,SANDISK CORP,82618.0,SANDISK CORP
21429,DEPUY PRODUCTS INC,84024.0,DEPUY INC
21438,CABOT MICROELECTRONICS CORP,88152.0,CABOT MICROELECTRONICS CORP
21449,DEPUY SPINE INC,84024.0,DEPUY INC
21454,MOLEX CORP,54827.0,MOLEX INC
21454,MOLEX CORP,76234.0,MOLEX INC
21456,TABULA INC,16308.0,TABULA RASA HEALTHCARE INC
21462,PROXIM WIRELESS CORP,87634.0,PROXIM WIRELESS CORP
21480,BOEING CORP,19561.0,BOEING CO
21491,PROLIANCE INTERNAT INC,82242.0,PROLIANCE INTERNATIONAL INC
21503,AGCO CORP,77520.0,A G C O CORP
21527,CROSSROADS SYS INC,87310.0,CROSSROADS SYSTEMS INC
21531,INTEGRA LIFESCIENCES CORP,82179.0,INTEGRA LIFESCIENCES CORP
21547,CRAY INC,82287.0,CRAY INC
21566,AVAYA INC,17234.0,AVAYA HOLDINGS CORP
21566,AVAYA INC,88587.0,AVAYA INC
21567,SONICS INC,60274.0,SONICS INTERNATIONAL INC
21567,SONICS INC,76568.0,SONIC CORP
21567,SONICS INC,83168.0,SONICS & MATERIALS INC
21574,UNITED THERAPEUTICS CORP,87006.0,UNITED THERAPEUTICS CORP
21595,VANGUARD GROUP INC,30138.0,VANGUARD INTL INC
21612,HYDRIL USA MFG LLC,88634.0,HYDRIL
21612,HYDRIL USA MFG LLC,88634.0,HYDRIL COMPANY
21625,NOVELLUS SYSTEMS INC,12067.0,NOVELLUS SYSTEMS INC
21635,CHEMOCENTRYX INC,13262.0,CHEMOCENTRYX INC
21636,ROLAND CORP,36062.0,ROWLAND INC
21636,ROLAND CORP,54850.0,ROLAND INTERNATIONAL CORP
21637,NETAPP INC,82598.0,NETAPP INC
21640,MILLIPORE CORP,54181.0,MILLIPORE CORP
21654,WATERS TECHNOLOGIES CORP,77253.0,WATER TECHNOLOGIES CORP
21657,AKAMAI TECH INC,87299.0,AKAMAI TECHNOLOGIES INC
21699,AVAGO TECH FIBER IP SG PTE LTD,93002.0,AVAGO TECHNOLOGIES LTD
21709,IDENIX PHARMACEUTICALS INC,90280.0,IDENIX PHARMACEUTICALS INC
21732,BIOSITE INC,84514.0,BIOSITE DIAGNOSTICS INC
21732,BIOSITE INC,84514.0,BIOSITE INC
21751,COGNEX TECH & INVESTMENT CORP,75654.0,COGNEX CORP
21752,NETLOGIC MICROSYSTEMS INC,90287.0,NETLOGIC MICROSYSTEMS INC
21797,3PAR INC,92424.0,3PAR INC
21810,COMMVAULT SYSTEMS INC,91463.0,COMMVAULT SYSTEMS INC
21823,CHECKFREE SERVICES CORP,82255.0,CHECKFREE CORP
21823,CHECKFREE SERVICES CORP,82255.0,CHECKFREE HOLDINGS CORP
21832,JUNIPER NETWORKS INC,86979.0,JUNIPER NETWORKS INC
21834,SONICWALL INC,87419.0,SONICWALL INC
21841,INHIBITEX INC,90243.0,INHIBITEX INC
21856,SYMANTEC CORP,75607.0,SYMANTEC CORP
21865,MIPS TECH INC,86180.0,M I P S TECHNOLOGIES INC
21899,AUSPEX PHARMACEUTICALS INC,14448.0,AUSPEX PHARMACEUTICALS INC
21910,INMAGE SYSTEMS INC,43554.0,IMAGE SYSTEMS INC
21910,INMAGE SYSTEMS INC,84590.0,IMAGE SYSTEMS CORP
21919,NEXTEL COMMUNICATIONS,77284.0,NEXTEL COMMUNICATIONS INC
21925,WYETH LLC,15667.0,WYETH
21929,INSWEB CORP,87074.0,INSWEB CORP
21936,PHILIP MORRIS USA INC,13901.0,PHILIP MORRIS & CO LTD
21936,PHILIP MORRIS USA INC,13901.0,PHILIP MORRIS INC
21936,PHILIP MORRIS USA INC,92602.0,PHILIP MORRIS INTERNATIONAL INC
21952,JOHN BEAN TECHNOLOGIES CORP,92729.0,JOHN BEAN TECHNOLOGIES CORP
21953,AVIDYNE CORP,79176.0,AVIDYN INC
21956,ALCON INC,53321.0,ALCON LABS INC
21961,LEVEL 3 COMMUNICATIONS LLC,85991.0,LEVEL 3 COMMUNICATIONS INC
21965,LENNOX IND INC,87034.0,LENNOX INTERNATIONAL INC
21982,INTEST CORP,85013.0,INTEST CORP
21991,AVAGO TECHNOLOGIES WIRELESS IP,93002.0,AVAGO TECHNOLOGIES LTD
22005,TESLA MOTORS INC,93436.0,TESLA INC
22005,TESLA MOTORS INC,93436.0,TESLA MOTORS INC
22017,ATHEROS COMM INC,90022.0,ATHEROS COMMUNICATIONS INC
22018,ADVANCED NEUROMODULATION SYS,65083.0,ADVANCED NEUROMODULATION SYS IN
22024,SHAKLEE CORP,59985.0,SHAKLEE CORP
22027,ORION ENERGY SYSTEMS INC,92466.0,ORION ENERGY SYSTEMS INC
22039,STONE & WEBSTER INC,18198.0,STONE & WEBSTER INC
22042,CUMMINS ALLISON CORP,41080.0,CUMMINS INC
22050,SIRF TECH INC,90135.0,SIRF TECHNOLOGY HOLDINGS
22055,THORATEC CORP,50278.0,THORTEC INTERNATIONAL INC
22055,THORATEC CORP,76100.0,THORATEC CORP
22055,THORATEC CORP,76100.0,THORATEC LABORATORIES CORP
22065,XEBEC ADSORPTION INC,83759.0,XEBEC
22083,TICKETMASTER LLC,86542.0,TICKETMASTER
22083,TICKETMASTER LLC,92774.0,TICKETMASTER
22087,QUEST DIAGNOSTICS INVEST INC,84373.0,QUEST DIAGNOSTICS INC
22135,INTUIT INC,78975.0,INTUIT INC
22137,ORACLE AMERICA INC,10104.0,ORACLE CORP
22141,CEPHALON INC,76625.0,CEPHALON INC
22147,NAUTILUS INC,78514.0,NAUTILUS ENVIROMEDICAL SYS INC
22147,NAUTILUS INC,86889.0,NAUTILUS GROUP INC
22147,NAUTILUS INC,86889.0,NAUTILUS INC
22151,ACTERNA,88783.0,ACTERNA CORP
22165,HONEYWELL INTERNATIONL INC,10145.0,HONEYWELL INTERNATIONAL INC
22165,HONEYWELL INTERNATIONL INC,18374.0,HONEYWELL INC
22168,INTEGRATED DNA TECH INC,84030.0,INTEGRATED TECHNOLOGY USA INC
22168,INTEGRATED DNA TECH INC,84067.0,INTEGRATED HEALTH TECH INC
22171,SYBASE INC,76792.0,SYBASE INC
22196,APPLE INC,14593.0,APPLE INC
22202,CELERA CORP,92750.0,CELERA CORP
22203,PFIZER PROD INC,21936.0,PFIZER INC
22213,RED HAT INC,87184.0,RED HAT INC
22225,CHRYSLER GROUP LLC,11260.0,CHRYSLER CORP
22243,GROUP LOGIC INC,49972.0,LOGIC CORP
22247,KLA TENCOR CORP,46886.0,K L A TENCOR CORP
22259,RICOH CO LTD,66895.0,RICOH TIME CORP
22262,CUMMINS IP INC,41080.0,CUMMINS INC
22263,LA Z BOY INC,48347.0,LA Z BOY INC
22286,RELYPSA INC,14321.0,RELYPSA INC
22287,GREATBATCH LTD,88615.0,GREATBATCH INC
22299,NUANCE COMMUNICATIONS INC,82759.0,NUANCE COMMUNICATIONS INC
22299,NUANCE COMMUNICATIONS INC,88180.0,NUANCE COMMUNICATIONS
22302,DESIGNER MOLECULES INC,83446.0,DESIGNER HOLDINGS LTD
22308,VERIFONE INC,76142.0,VERIFONE INC
22308,VERIFONE INC,90657.0,VERIFONE HOLDINGS INC
22308,VERIFONE INC,90657.0,VERIFONE SYSTEMS INC
22323,THERMO FISHER SCIENTIFIC INC,62092.0,THERMO FISHER SCIENTIFIC INC
22326,BLOOM ENERGY CORP,17949.0,BLOOM ENERGY CORP
22334,AVAGO TECH ECBU IP SG PTE LTD,93002.0,AVAGO TECHNOLOGIES LTD
