90385,OurPet's Company,144058,OURPETS CO
90399,"LOWE'S COMPANY, INC.",6829,LOWES COMPANIES INC
90403,"Smartire Systems, Inc.",24281,SMARTIRE SYSTEMS INC
90494,"Adams Respiratory Therapeutics, Inc.",163628,"Adams Respiratory Therapeutics, Inc."
90561,"AuthenTec, Inc.",177650,AUTHENTEC INC
90619,"Starite Industries, Inc.",9968,STA-RITE INDUSTRIES
90691,Cytogen Corporation,12274,CYTOGEN CORP
90716,"Movie Gallery, Inc.",30559,MOVIE GALLERY INC
90732,Barnes & Noble Inc,28924,BARNES & NOBLE INC
90734,Aeropostale Inc,147661,AEROPOSTALE INC
90780,"Telecommunication Systems, Inc.",138613,TELECOMMUNICATION SYSTEMS INC
90805,"Southern Company Services, Inc.",9846,SOUTHERN CALIFORNIA EDISON CO
90805,"Southern Company Services, Inc.",9848,SOUTHERN CALIFORNIA GAS CO
90805,"Southern Company Services, Inc.",9850,SOUTHERN CO
90805,"Southern Company Services, Inc.",13430,SOUTHERN OHIO COAL CO
90805,"Southern Company Services, Inc.",65094,SOUTHERN INDIANA GAS & ELECTRIC CO
90805,"Southern Company Services, Inc.",147222,SOUTHERN CALIFORNIA WATER CO
90809,Georgia Power Company,5135,GEORGIA POWER
90809,Georgia Power Company,156820,GEORGIA POWER CO
90833,"BARR LABORATORIES, INC.",13365,BARR LABORATORIES INC
90946,"Johnson Outdoors, Inc,",13906,JOHNSON OUTDOORS INC
90965,Tribune Publishing Company,19578,Tribune Publishing Co
90967,Tribune Company,10726,TRIBUNE CO
90999,"Alamo Group, Inc.",27960,ALAMO GROUP INC
91035,Dentsply International,3874,DENTSPLY INTERNATIONAL INC
91069,"Cincinnati Bell, Inc.",3036,CINCINNATI BELL INC
91071,FirstMerit Corp.,4678,FIRSTMERIT CORP
91072,"FirstMerit Bank, N.A.",4678,FIRSTMERIT BANK NA
91190,JUNIPER NETWORKS INC,121718,JUNIPER NETWORKS INC
91199,a corporation organized and existing under the laws of the state of Delaware,179288,A. H. Belo CORP
91199,a corporation organized and existing under the laws of the state of Delaware,179288,A. H. Belo Corp
91202,Virtual Radiologic Corporation,175949,Virtual Radiologic CORP
91218,NAVTEQ CORP.,160260,NAVTEQ CORP
91219,FEDEX CORP.,4598,FEDEX CORP
91222,"ALASKA AIR GROUP, INC.",1230,ALASKA AIR GROUP INC
91222,"ALASKA AIR GROUP, INC.",1230,"ALASKA AIR GROUP, INC."
91223,"CIRCUIT CITY STORES, INC.",3054,CIRCUIT CITY STORES INC
91283,"Quiksilver, Inc.",12868,QUIKSILVER INC
91346,"CENTOCOR, INC.",2846,CENTOCOR INC
91409,"AT&T, Inc. AT&T Inc.",9899,AT&T INC.
91443,"Sepracor, Inc.",24473,SEPRACOR INC
91524,UAL Corporation,10795,UAL CORP
91529,OfficeMax Incorporated,2290,OFFICEMAX INC
91598,Utstarcom Inc,132525,UTSTARCOM INC
91599,Starent Networks Corp,177286,"Starent Networks, Corp."
91708,EXCELLIGENCE LEARNING CORPORATION,143443,EXCELLIGENCE LEARNING CORP
91741,"Coleman Cable, Inc.",165640,"Coleman Cable, Inc."
91772,Katy Industries Inc,6349,KATY INDUSTRIES INC
91775,Tractor Supply Company,29736,TRACTOR SUPPLY CO
91777,Rite Aid Corp.,9155,RITE AID CORP
91779,Garden Ridge Corp.,31784,GARDEN RIDGE CORP
91858,First Trust Portfolios L.P.,4709,FIRST ILLINOIS TRUST
91860,First Trust Advisors L.P.,4709,FIRST ILLINOIS TRUST
91911,Logitech International S.A,102696,LOGITECH INTERNATIONAL SA
91957,"AT&T, Inc.",9899,AT&T INC.
91977,Exelon Corp.,8539,EXELON CORP
91979,Peco Energy Co.,8539,PECO ENERGY CO
91984,Sears Holdings Corporation,6307,SEARS HOLDINGS CORP
92007,US Office Products Company,31537,US OFFICE PRODUCTS CO
92011,"School Specialty, Inc.",111491,SCHOOL SPECIALTY INC
92071,"Nuance Communications, Inc.",61685,"Nuance Communications, Inc."
92071,"Nuance Communications, Inc.",134031,NUANCE COMMUNICATIONS
92075,"Qualcomm, Inc.",24800,QUALCOMM INC
92091,Zi Corporation,26264,ZI CORP
92101,Hickok Incorporated,5621,HICKOK INC
92216,"Debt Resolve, Inc.",165442,DEBT RESOLVE INC
92300,Transgenomic,137722,TRANSGENOMIC INC
92318,"Coinstar, Inc.",65026,COINSTAR INC
92324,"Consolidated Edison Company of New York, Inc.",3413,CONSOLIDATED EDISON CO OF NEW YORK INC
92325,Macy's Inc.,4611,"Macy's, Inc."
92350,New York Life Insurance Company,127774,NEW YORK LIFE INSURANCE
92357,"The Hartford Financial Service Group, Inc.",11151,THE GROUP INC
92364,Hartford Insurance Company of Illinois,63736,HARTFORD LIFE INSURANCE CO
92366,"Hartford Life, Inc.",64813,HARTFORD LIFE INC
92367,New York Life Insurance And Annuity Corporation,127774,NEW YORK LIFE INSURANCE
92368,"The Hartford Financial Services Group, Inc.",11151,THE GROUP INC
92433,"Aeropostale, Inc.",147661,AEROPOSTALE INC
92443,"Tweeter Home Entertainment Group, Inc.",112623,TWEETER HOME ENTERTAINMENT GROUP INC
92455,"Fogdog, Inc.",127275,FOGDOG INC
92482,"Atlas Air Worldwide Holdings, Inc.",61155,ATLAS AIR WORLDWIDE HOLDINGS INC
92496,United States Cellullar Corporation,14369,UNITED STATES CELLULAR CORP
92613,Connetics Corporation,62237,CONNETICS CORP
92667,CVS Corp.,7241,CVS CORP
92699,"Liquidnet Holdings, Inc.",180653,LIQUIDNET HOLDINGS INC -REDH
92727,"Augme Technologies, Inc.",146670,"Augme Technologies, Inc."
92732,AOL Inc.,183920,AOL Inc.
92765,"Lifetime Brands, Inc.",24099,"LIFETIME BRANDS, INC"
92781,Milestone Scientific Inc.,61496,MILESTONE SCIENTIFIC INC
92781,Milestone Scientific Inc.,61496,MILESTONE SCIENTIFIC INC.
92821,Lucent Technologies Inc.,62599,LUCENT TECHNOLOGIES INC
92871,Phillips Screw Company,8550,PHILLIPS SCREW CO
92915,"Mobility Electronics, Inc.",137434,MOBILITY ELECTRONICS INC
92965,Touchtunes Music Corp.,61243,TOUCHTUNES MUSIC CORP
92989,"Tivo, Inc.",124394,TIVO INC
93005,Progress Software Corporation,24352,PROGRESS SOFTWARE CORP
93009,Encysive Pharmaceuticals Inc.,29992,ENCYSIVE PHARMACEUTICALS INC
93364,HP INC.,5606,HP INC
93371,"RICOH COMPANY, LTD.",9135,RICOH CO LTD
93382,"SANYO ELECTRIC CO., LTD.",100039,SANYO ELECTRIC CO LTD
93398,PANASONIC CORPORATION,7114,PANASONIC CORP
93400,PANASONIC CORPORATION OF NORTH AMERICA INC.,7114,PANASONIC CORP
93404,PANASONIC CORPORATION OF NORTH AMERICA,7114,PANASONIC CORP
93503,Adelphia Communications Corp.,12484,ADELPHIA COMMUNICATIONS CORP
93514,Comcast Corp.,3226,COMCAST CORP
93527,"NETGEAR, Inc.",154039,NETGEAR INC
93527,"NETGEAR, Inc.",154039,"NETGEAR, INC"
93690,Forest Laboratories Inc.,4843,FOREST LABORATORIES INC
93724,Dr. Reddy's Laboratories Limited,223098,DR REDDY'S LABORATORIES LTD
93730,Interpharm Holdings Inc.,27825,INTERPHARM HOLDINGS INC
93929,"Intervideo, Inc.",146735,INTERVIDEO INC
93948,American Eagle Outfitters,30059,AMERICAN EAGLE OUTFITTERS INC
93950,Meadwestvaco,11446,MEADWESTVACO CORP
93950,Meadwestvaco,11446,MEADWESTVACO Corp
93992,Kendle International Inc.,65317,KENDLE INTERNATIONAL INC
94063,Liveperson Inc.,133869,LIVEPERSON INC
94067,Belden CDT (Canada) Inc.,28940,BELDEN CDT INC.
94067,Belden CDT (Canada) Inc.,28940,BELDEN INC.
94068,Superior Essex Inc.,63769,SUPERIOR ESSEX INC
94089,Flexsteel Industries,4771,FLEXSTEEL INDUSTRIES INC
94128,"Sportman's Guide, Inc, The",12222,SPORTSMANS GUIDE INC
94143,EBAY INC.,114524,EBAY INC
94231,Turner Broadcasting System Inc.,10769,TURNER BROADCASTING SYSTEM INC
94236,Viacom Inc.,13714,VIACOM INC
94236,Viacom Inc.,165675,Viacom Inc.
94237,"Viacom International, Inc.",13714,VIACOM INC
94237,"Viacom International, Inc.",165675,Viacom Inc.
94238,MTV Networks,6901,MTV NETWORKS INC
94250,"Johnson Outdoors, Inc.",13906,JOHNSON OUTDOORS INC
94252,Allstate Corporation,28349,ALLSTATE CORP
94256,Allstate Life Insurance Company,63735,ALLSTATE LIFE INSURANCE CO OF NEW YORK
94256,Allstate Life Insurance Company,263562,ALLSTATE LIFE INSURANCE CO
94349,Polaroid Corp.,8657,POLAROID CORP
94350,Ritz Interactive Inc.,165395,RITZ INTERACTIVE INC -REDH
94364,Target Corp.,3813,TARGET CORP
94509,"Bed Bath & Beyond of Providence, Inc.",25338,BED BATH & BEYOND INC
94515,Cingular Wireless,152670,CINGULAR WIRELESS LLC
94534,Sprint PCS,116245,SPRINT PCS GROUP
94627,Autobytel Inc.,119173,AUTOBYTEL  INC
94627,Autobytel Inc.,119173,AUTOBYTEL INC
94766,JPMorgan Chase & Co.,2968,JPMORGAN CHASE & CO
94769,Affiliated Computer Services Inc.,30697,AFFILIATED COMPUTER SERVICES INC
94823,"Atlantic Broadband Finance, LLC",158912,"Atlantic Broadband Finance, LLC"
94869,Playtex Products Inc.,14470,PLAYTEX PRODUCTS INC
94968,"Leisure Concepts, Inc.",6661,LEISURE CONCEPTS INC
94977,"Islander Pools and Spas of Clifton Park, Inc.",8350,PARK OHIO INDUSTRIES INC
94987,Apple Inc.,1690,APPLE INC
95039,On Track Innovations Ltd.,252614,ON TRACK INNOVATIONS LTD
95057,"Conagra Foods, Inc.",3362,CONAGRA FOODS INC
95115,Fairchild Semiconductor International Inc.,65643,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC
95196,"a corporation of the Netherlands and Delaware, and",179288,A. H. Belo CORP
95196,"a corporation of the Netherlands and Delaware, and",179288,A. H. Belo Corp
95199,Dish Network Corporation,60900,DISH Network CORP
95201,Echostar DBS Corporation,146206,ECHOSTAR DBS CORP
95254,a corporation of the Netherlands and Delaware,179288,A. H. Belo CORP
95254,a corporation of the Netherlands and Delaware,179288,A. H. Belo Corp
95381,DSW Inc.,24171,DSW Inc.
95384,Bed Bath & Beyond Inc.,25338,BED BATH & BEYOND INC
95445,Lannett Company Inc.,22632,LANNETT CO INC
95446,KV Pharmaceuticals,6315,KV PHARMACEUTICAL CO
95551,Schlumberger Limited,9465,SCHLUMBERGER LTD
95551,Schlumberger Limited,9465,SCHLUMBERGER LIMITED
95561,a Division of Schlumberger Technology Corporation,19821,Technology Applications International Corp
95567,LG Display Co. Ltd.,160739,LG DISPLAY CO LTD
95792,"Storage Engine, Inc.",28433,STORAGE ENGINE INC
95794,"Compellent Technologies, Inc.",178548,COMPELLENT TECHNOLOGIES INC
95847,"QVC, INC.",13506,QVC INC
95854,DELTA & PINE LAND COMPANY,28524,DELTA & PINE LAND CO
95875,"Wescast Industries, Inc.",30863,WESCAST INDUSTRIES
95918,"Interpharm Holdings, Inc.",27825,INTERPHARM HOLDINGS INC
95934,Wausau Paper Corp,11315,WAUSAU PAPER CORP.
95974,LSI Corporation,6529,LSI CORP
95999,NPS Pharmaceuticals Inc.,30255,NPS PHARMACEUTICALS INC
96053,"Time Warner Cable, Inc.",176404,TIME WARNER CABLE INC.
96191,"Retractable Technologies, Inc.",143526,RETRACTABLE TECHNOLOGIES INC
96207,"Home Care Filter Products, Inc.",14883,HOME PRODUCTS INTERNATIONAL INC
96369,Hubbell Incorporated,5764,HUBBELL INC
96415,"Gibraltar Industries, Inc.",29131,"GIBRALTAR INDUSTRIES, INC."
96442,"Cree, Inc",27794,CREE INC
96451,Verso Paper Corp,178266,Verso Paper Corp.
96452,NewPage Corporation,163984,NewPage CORP
96677,"HOLOGIC, INC.",20904,HOLOGIC INC
96701,Ansoft Corporation,62571,ANSOFT CORP
96702,"Ansys, Inc.",63080,ANSYS INC
96721,NMT Medical Inc.,63676,NMT MEDICAL INC
96733,Alien Technology Corporation,174309,ALIEN TECHNOLOGY CORP -REDH
96789,Sequenom Inc.,128663,SEQUENOM INC
96951,Facebook Inc.,170617,Facebook Inc
97002,Matrixx Initiatives Inc.,62700,MATRIXX INITIATIVES INC
97050,Infineon Technologies Austria AG,132740,INFINEON TECHNOLOGIES AG
97070,Diodes Incorporated,3969,DIODES INC
97152,Auxilium Pharmaceuticals Inc.,160272,AUXILIUM PHARMACEUTICALS INC
97153,CPEX Pharmaceuticals Inc.,180231,"CPEX Pharmaceuticals, Inc."
97161,CNS Inc.,13474,CNS INC
97267,TDK Corporation of America,10275,TDK CORP
97352,Warner Lambert Company LLC,11288,WARNER LAMBERT CO
97397,Bayer Schering Pharma AG,101076,BAYER SCHERING PHARMA AG
97421,Global Resources International Inc.,5188,GLOBAL NATURAL RESOURCES INC
97421,Global Resources International Inc.,63522,GLOBAL DIAMOND RESOURCES INC
97421,Global Resources International Inc.,186169,"Global Water Resources, Inc."
97431,Coleman Cable Inc,165640,"Coleman Cable, Inc."
97476,Canadian National Railway Company,2696,CANADIAN NATIONAL RAILWAY CO
97478,"CSX Corporation, Inc.",2574,CSX CORP
97479,BNSF Railway Company,12312,BNSF RAILWAY CO
97481,"i2 Technologies, Inc.",62712,I2 TECHNOLOGIES INC
97517,a corporation of Canada,179288,A. H. Belo CORP
97517,a corporation of Canada,179288,A. H. Belo Corp
97566,"POKERTEK,INC.",164624,POKERTEK INC
97566,"POKERTEK,INC.",164624,"POKERTEK, INC."
97601,United States Cellular Corp.,14369,UNITED STATES CELLULAR CORP
97610,"Virgin Mobile USA, Inc.",178568,"Virgin Mobile USA, Inc."
97651,Mount Vernon Mills Inc.,7588,MOUNT VERNON MILLS INC
97757,a resident of New Mexico,7850,NEW MEXICO & ARIZONA LAND CO
97757,a resident of New Mexico,121375,"NEW MEXICO SOFTWARE, INC"
97773,Blackboard Inc.,264386,BLACKBOARD INC
97957,3D Systems Corporation,14898,3D SYSTEMS CORP
97975,"IMPAX LABORATORIES, INC.",61745,IMPAX LABORATORIES INC
98006,GLAXOSMITHKLINE,5180,GLAXOSMITHKLINE PLC
98042,Boxlight Corp.,24421,BOXLIGHT CORP
98062,InFocus Corp.,23528,INFOCUS CORP
98177,FRANKLIN ELECTRONIC PUBLISHERS INCORPORATED,12472,FRANKLIN ELECTRONIC PUBLISHERS INC
98183,Boeing Company,2285,BOEING CO
98256,Ciena Corp.,64356,CIENA CORP
98259,Newport Corp.,7883,NEWPORT CORP
98354,"MOLECULAR INSIGHT PHARMACEUTICALS, INC.",166200,"Molecular Insight Pharmaceuticals, Inc."
98488,Lehman Brothers Holdings Inc.,30128,LEHMAN BROTHERS HOLDINGS INC
98539,"Bed, Bath, & Beyond, Inc.",25338,BED BATH & BEYOND INC
98552,"Sportsman's Guide, Inc., The",12222,SPORTSMANS GUIDE INC
98601,"Auxilium Pharmaceuticals, Inc.",160272,AUXILIUM PHARMACEUTICALS INC
98602,"CPEX Pharmaceuticals, Inc.",180231,"CPEX Pharmaceuticals, Inc."
98609,"SkinMedica, Inc.",163979,SKINMEDICA INC -REDH
98741,Garmin Limited,141459,GARMIN LTD
98781,"Joe's Jeans, Inc.",23062,JOE'S JEANS INC
98781,"Joe's Jeans, Inc.",26863,JOE'S JEANS INC.
98807,"Motorola Solutions, Inc",7585,"Motorola Solutions, Inc."
98898,"Neutral Tandem, Inc.",178767,Neutral Tandem Inc
99045,"Omnicell, Inc.",142956,OMNICELL INC
99045,"Omnicell, Inc.",142956,"OMNICELL, Inc"
99083,Logitech International S.A.,102696,LOGITECH INTERNATIONAL SA
99115,Pioneer Corporation,8593,PIONEER CORP  -OLD
99115,Pioneer Corporation,8594,PIONEER CORP
99115,Pioneer Corporation,8597,PIONEER INTERNATIONAL CORP
99115,Pioneer Corporation,8601,PIONEER TEXAS CORP
99137,"Limited Brands,INC.,",6733,LIMITED BRANDS INC
99138,"Intimate Brands, INC.,",61445,INTIMATE BRANDS INC
99185,"Caribou Coffee Company, Inc.",164611,"Caribou Coffee Company, Inc."
99187,Jones Soda Co.,108693,JONES SODA CO
99247,"Riddell Sports Inc,",24222,RIDDELL SPORTS INC
99405,"Fortune Brands, Inc.",1408,FORTUNE BRANDS INC
99495,"Ingram Micro, Inc.",63919,INGRAM MICRO INC
99622,"Lowrance Electronics, Inc.",12944,LOWRANCE ELECTRONICS INC
99713,"UTSTARCOM, Incorporated",132525,UTSTARCOM INC
99730,a corporation of the People's Republic of China,179288,A. H. Belo CORP
99730,a corporation of the People's Republic of China,179288,A. H. Belo Corp
99746,Fluidigm Corporation,179840,FLUIDIGM CORP
99747,Life Technologies Corporation,118577,Life Technologies Corp
99749,Applied Biosystems Inc.,1693,APPLIED BIOSYSTEMS INC -OLD
99749,Applied Biosystems Inc.,8488,APPLIED BIOSYSTEMS INC.
99779,"Vaxcel, Inc.",24887,VAXCEL INC
99787,Nvidia Corporation,117768,NVIDIA CORP
99810,"Mega Brands, Inc.",148455,MEGA BRANDS INC
99814,Cordia Corporation,24147,CORDIA CORP
99859,"Belden, Inc.",28940,BELDEN INC.
99889,"Healthways, Inc.",24396,"HEALTHWAYS, INC"
99891,"Alere, Inc.",146156,ALERE INC.
99915,Sirius XM Radio Inc.,30662,SIRIUS XM RADIO INC.
99998,"Abazias, Inc.",64827,ABAZIAS INC
100184,State Street Corporation,10035,STATE STREET BOSTON CORP
100184,State Street Corporation,10035,STATE STREET CORP
100184,State Street Corporation,10035,STATE STREET Corp
100186,"NYSE Euronext, Inc",166451,"NYSE Euronext, Inc."
100186,"NYSE Euronext, Inc",166451,NYSE Euronext
100223,"Momenta Pharmaceuticals, Inc.",264414,MOMENTA PHARMACEUTICALS INC
100347,"Blue Nile, Inc.",264391,BLUE NILE INC
100360,"Under Armour, Inc.",165052,"Under Armour, Inc."
100391,Amphenol Corporation Inc.,14282,AMPHENOL CORP
100401,The Port Authority of New York and New Jersey,7848,NEW JERSEY REALTY CO
100401,The Port Authority of New York and New Jersey,7849,NEW JERSEY RESOURCES CORP
100401,The Port Authority of New York and New Jersey,13367,NEW JERSEY STEEL CORP
100401,The Port Authority of New York and New Jersey,66246,NEW JERSEY MINING CO
100411,"Photomedex, Inc.",170307,PHOTOMEDEX INC
100413,"Surgical Laser Technologies, Inc.",17232,SURGICAL LASER TECHNOLOGIES INC
100420,"Trimedyne, Inc.",10734,TRIMEDYNE INC
100424,Cardiogenesis Corporation,62912,CARDIOGENESIS CORP
100424,Cardiogenesis Corporation,62960,Cardiogenesis Corp
100447,Lighting Science Group Corporation,25170,LIGHTING SCIENCE GROUP CORP
100478,Beacon Power Corporation,141198,BEACON POWER CORP
100513,Standard Parking Corporation,158737,STANDARD PARKING CORP
100528,"Axcelis Technologies, Inc.",137602,AXCELIS TECHNOLOGIES INC
100556,"Gilead Sciences, Inc.,",24856,GILEAD SCIENCES INC
100562,Teva Pharmaceutical Industries Limited,14538,TEVA PHARMACEUTICALS
100635,Faro Technologies Incorporated,65421,FARO TECHNOLOGIES INC
100667,"Shotspotter, Inc.",31457,SHOTSPOTTER INC
100674,"American Scientific Resources, Inc.",28939,AMERICAN RESOURCES OF DELAWARE INC
100723,Hittite Microwave Corporation,163927,HITTITE MICROWAVE CORP
100754,Officemax Incorporated,2290,OFFICEMAX INC
100938,"Pandora Media, Inc.",186520,"Pandora Media, Inc."
100948,News Corp.,12886,NEWS CORP
100951,CBS Corp.,11436,CBS CORP
101121,Quantum Corporation of New York Inc.,8867,QUANTUM CORP
101128,Intel Corporaton,6008,INTEL CORP
101333,Minrad Inc.,154433,"MINRAD INTERNATIONAL, INC."
101334,Minrad International Inc.,154433,"MINRAD INTERNATIONAL, INC."
101340,PFIZER INC.,8530,PFIZER INC
101374,Bruker Corporation,138483,BRUKER CORP
101377,Bruker Biosciences Corporation,138483,BRUKER BIOSCIENCES CORP
101383,"Varian, Inc.",119216,VARIAN INC
101417,"McAfee, Inc.",25783,"McAfee, Inc."
101454,Oscient Pharmaceuticals Corp.,3171,OSCIENT PHARMACEUTICALS CORP
101540,Deluxe,3863,DELUXE CORP
101688,Millennium Pharmaceuticals Inc.,62784,MILLENNIUM PHARMACEUTICALS INC
101702,"Sciele Pharma, Inc.",135986,"SCIELE PHARMA, INC."
101773,Safeway Inc,9359,SAFEWAY INC
101821,a division of Textron Inc.,10519,TEXTRON INC
101823,"Club Car, Inc.",20894,CLUB CAR INC
101882,Calvin Klein Inc,22322,CALVIN KLEIN INC
101900,"Nike, Inc",7906,NIKE INC
101902,Polo Ralph Lauren Corp,64891,POLO RALPH LAUREN CORP
101909,"Under Armour, Inc",165052,"Under Armour, Inc."
101910,V F Corp,11060,V F CORP
102005,Masonite Corporation,7089,MASONITE CORP
102005,Masonite Corporation,20696,MASONITE INTERNATIONAL CORP
102012,Absolute Software Corporation,133364,ABSOLUTE SOFTWARE CORP
102089,"Teva Pharmaceutical Industries, Ltd",14538,TEVA PHARMACEUTICALS
102120,Kennametal Inc.,6386,KENNAMETAL INC
102127,Netlist Inc.,176035,NETLIST INC
102132,"CEPHALON, INC.",23945,CEPHALON INC
102185,"ArvinMeritor, Inc.",65399,ARVINMERITOR INC
102219,Discovery Communications Inc.,164296,"Discovery Communications, Inc."
102246,OSI Pharmaceuticals Inc.,12180,OSI PHARMACEUTICALS INC
102260,MASCO CORPORATION OF INDIANA,7085,MASCO CORP
102264,"WAXMAN INDUSTRIES, INC.",11318,WAXMAN INDUSTRIES INC
102265,Cubist Pharmaceuticals Inc.,63866,CUBIST PHARMACEUTICALS INC
102312,Qualcomm Inc.,24800,QUALCOMM INC
102348,Exelis Inc.,189490,Exelis Inc.
102353,HSBC USA Inc.,9061,HSBC USA INC
102356,Wachovia Corporation,4739,WACHOVIA CORP NEW
102356,Wachovia Corporation,11247,WACHOVIA CORP
102418,"CISCO SYSTEMS, INC.",20779,CISCO SYSTEMS INC
102418,"CISCO SYSTEMS, INC.",20779,"CISCO SYSTEMS, INC."
102421,AptarGroup Inc.,28176,APTARGROUP INC
102457,Belk Inc.,117981,BELK INC
102691,Mosaid Technologies Inc.,29407,MOSAID TECHNOLOGIES INC
102692,Shoretel Inc.,177127,ShoreTel Inc
102718,Hologic Inc.,20904,HOLOGIC INC
102726,ePlus Inc.,63986,EPLUS INC
102728,SciQuest Inc.,126600,SCIQUEST INC
102729,Lawson Software Inc.,144135,"Lawson Software, Inc."
102731,Globalstar Inc.,175523,"Globalstar, Inc."
102841,Oclaro Inc.,133944,"OCLARO, INC."
102852,"RINGCENTRAL, INC.",18630,RingCentral Inc
102865,SonicWALL Inc.,126322,SONICWALL INC
102869,Fortinet Inc.,183377,FORTINET INC
102870,Sourcefire Inc.,176556,SOURCEFIRE INC
102877,BASF SE,17436,BASF SE
102901,"Barneys New York, Inc.",124176,BARNEYS NEW YORK INC
102905,STC,125554,STC BROADCASTING INC
102911,"Casual Male Retail Group, Inc.",13381,CASUAL MALE RETAIL GROUP INC
102913,"Bebe Stores, Inc.",111662,BEBE STORES INC
102913,"Bebe Stores, Inc.",111662,"bebe stores, inc."
102915,"Whole Foods Market, Inc.",24893,WHOLE FOODS MARKET INC
102965,Echostar Corporation,179202,EchoStar CORP
102966,DISH Network Corporation and EchoStar,60900,DISH Network CORP
103013,Iomega Corp.,6169,IOMEGA CORP
103055,"KEY COMPONENTS, LLC",148265,KEY COMPONENTS LLC
103057,ACTUANT CORPORATION,1706,ACTUANT CORP
103086,Yangaroo Inc,152990,YANGAROO INC
103087,Destiny Media Technologies Inc,122202,DESTINY MEDIA TECHNOLOGIES INC
103131,"EISAI CO., LTD.",100418,EISAI CO LTD
103234,Nanosphere Inc.,178752,NANOSPHERE INC
103252,EchoStar Corporation,179202,EchoStar CORP
103254,DISH Network Corporation,60900,DISH Network CORP
103270,Supernus Pharmaceuticals Inc.,186159,SUPERNUS PHARMACEUTICALS INC
103321,Athenahealth Inc.,177930,ATHENAHEALTH INC
103365,Pacific Insight Electronics Corp.,107751,PACIFIC INSIGHT ELECTRONICS
103411,"Quantum Corporation of New York , Inc.",8867,QUANTUM CORP
103515,PULASKI FURNITURE CORPORATION,8819,PULASKI FURNITURE CORP
103556,Core Laboratories LP,3525,CORE LABORATORIES
103596,Telecommunication Systems Inc.,138613,TELECOMMUNICATION SYSTEMS INC
103597,Sybase Inc.,24409,SYBASE INC
103603,Natural Alternatives International Inc.,13765,NATURAL ALTERNATIVES INTERNATIONAL INC
103631,"Solexa, Inc.",163087,"Solexa, Inc."
103644,Marvell Technology Group Ltd.,137310,MARVELL TECHNOLOGY GROUP LTD
103651,Quicklogic Corp.,65036,QUICKLOGIC CORPORATION
103655,Freescale Semiconductor Holdings I Ltd,185517,"Freescale Semiconductor Holdings I, Ltd."
103695,nVidia Corp.,117768,NVIDIA CORP
103729,Zoran Corp.,61737,ZORAN CORP \DE\
103938,Advanced Micro Devices Inc.,1161,ADVANCED MICRO DEVICES INC
103939,Dreamworks Animation SKG Inc.,160912,"DreamWorks Animation SKG, Inc."
103940,Marriott International Inc.,28930,MARRIOTT INTERNATIONAL INC
103942,American International Group Inc.,1487,AMERICAN INTERNATIONAL GROUP INC
103942,American International Group Inc.,109639,AMERICAN GROUP INC
103969,Cambrex Corporation,13839,CAMBREX CORP
104005,Meridian Medical Technologies Inc.,10211,MERIDIAN MEDICAL TECHNOLOGIES INC
104049,Audiocodes Ltd.,120860,AUDIOCODES LTD
104079,Sonus Networks Inc.,135965,SONUS NETWORKS INC
104081,Zhone Technologies Inc.,28071,ZHONE TECHNOLOGIES INC
104266,Solexa Inc.,163087,"Solexa, Inc."
104323,Franklin Wireless Corp.,14112,FRANKLIN WIRELESS CORP
104327,Hewlett Packard Co.,5606,HEWLETT PACKARD CO
104347,Novatel Wireless Inc.,141178,NOVATEL WIRELESS INC
104373,"Sierra Wireless, Inc.",120334,SIERRA WIRELESS INC
104387,"UTSTARCOM, Inc.",132525,UTSTARCOM INC
104418,Jazz Pharmaceuticals Inc.,177287,JAZZ PHARMACEUTICALS INC
104428,Medicines Company,138608,MEDICINES CO
104431,Teva Pharmaceuticals Industries Ltd.,14538,TEVA PHARMACEUTICALS
104443,APP Pharmaceuticals Inc.,145512,"APP Pharmaceuticals, Inc."
104657,NOVARTIS AG,101310,NOVARTIS AG
104730,Affiliated Computer Services,30697,AFFILIATED COMPUTER SERVICES INC
104756,EON Corporation,4419,EON CORP
104812,Diebold Inc.,3946,DIEBOLD INC
104882,Twitter Inc.,18872,"TWITTER, INC."
104884,Everbridge Inc.,27874,"EVERBRIDGE, INC."
104908,"Juniper Networks, Inc.",121718,JUNIPER NETWORKS INC
104949,QLogic Corporation,29791,QLOGIC CORP
104951,"Overland Storage, Inc.",64408,OVERLAND STORAGE INC
105015,Xilinx Inc.,22325,XILINX INC
105016,LSI Corp.,6529,LSI CORP
105044,"Sherwood Group, Inc.",13614,SHERWOOD GROUP INC
105059,Nintendo Co. Ltd,102450,NINTENDO CO LTD
105068,Lincoln Electric Company Inc.,6737,LINCOLN ELECTRIC CO
105097,Chimerix Inc.,17498,CHIMERIX INC
105192,"Eurand, N.V.",177467,EURAND NV
105239,Delta Air Lines Inc.,3851,DELTA AIR LINES INC
105348,KANA Software Inc.,123998,KANA SOFTWARE INC
105352,Gensym Corporation,62201,GENSYM CORP
105358,TenFold Corporation,120723,TENFOLD CORP
105365,Tellabs Inc.,10420,TELLABS INC
105379,Progressive International Corp.,13341,PROGRESSIVE CORP
105379,Progressive International Corp.,29250,PROGRESSIVE GAMING INTERNATIONAL CORP
105458,TeleNav Inc.,184101,"TeleNav, Inc."
105458,TeleNav Inc.,184101,"Telenav, Inc."
105459,United Parcel Service Inc.,10920,UNITED PARCEL SERVICE INC
