ein,name
616058937,john w price jr fund
208439258,mcwhirter family   inc
352221255,the fredric rieders family renaissance
474767721,ahmann family
232185146,javitch
943332166,david & heidi welch
752693125,kramer family
66469433,weatherup family
366937543,vivian porch welfare league trust
454059674,grant me the wisdom
56069745,ellen v smith trust 2-8398-006
411692528,l a amundson scholarships inc
650745595,kaltenbacher family   inc
942678808,uvas
232676889,caroline j s sanders charitable trust ii 6514707
66162999,charles hunter trust u w
262626965,thomas and marina purcell family
250965465,pittsburgh child guidance
550751425,hess family
261619430,levangie family charitable
116579799,hertz and libby hasenfeld charitable   tr
346709057,howland memorial fund u-w of mame e howland item 8
581551938,crowley   inc
590861994,johann fust library   inc
256815996,compton fam   tr
133254493,the steinberg family fund inc
367056111,helen roberti charitable trust
956428914,jerry & betty wilson fund
396510710,jack deloss charitable trust
596920693,g roy and elizabeth c martin charitable trust
256887730,frank l & mildred r ring tr
133911432,zaleski family
411312086,jim & yvonne sexton family
113059554,nec   of americas
346518820,mckesson   l-1635
752001868,seegers
133949135,michael and annie falk
454001403,yelp
953484257,patron saints
364327696,maurice walk fine arts
830257573,holy name school
392068708,central pacific bank
943024736,michael alan rosen
916508655,l s sam shoen
276203817,theresa deskie charitable tr
311190146,william and dorothy yeck family
46360057,cheryl spencer memorial
133307838,the william brown   inc
136145385,rosenblatt family   inc
776248405,mckeever family trust
436157236,guy i bromley residuary trust
262691699,kenneth f churchill and eugenia m churchill   inc
626195713,m straton foster charitable   rjc-2055000565
256885444,halloran
826104625,james m and frances m wylder
756014224,w b and ellen gordon stuart trust 8336130500
561853136,the   for music-based learning inc
236224702,william d piper dcdf tr uw fbo edna may walker hoppin 1175304
461526435,denardo education and research
200334683,richard and francine loeb family
256120479,marion frances schimmelfeng
453420606,asian dream
136199107,william h kearns
596168955,alma jennings
946659802,bruce & anne bundy   tr 113093 22114739
486143203,rouback family
262989824,concorde
134036767,the daystar
411384796,ben & jeanne overman charitable trust
26101659,caroline c levine charitable tr
133632751,richard and elizabeth witten fam
261382214,erol fondation
352121803,arcelormittal usa   inc
366636282,helen l grant trust 2040240
463669945,vadon
203393226,octavia
461536434,jay l smith family
136023169,jephson educational trust
136122117,unilever
222867088,clinton s roberts
463883518,rafat and zoreen ansari charitable
346513798,george m & pamela s humphrey fund
200477249,childtrust
391938697,seeds of faith inc
721340978,br & r
366784984,pro archia
256910655,winnifred c howard charitable remainder unitrust
61409685,simmons family   inc
232725113,the mary e groff surgical and medical research & education chari
113640577,emes   inc
266668048,philippa v weismann family
911981393,earle i mack   inc
201258563,tom and judy moore
133985619,yvonne and leslie pollack   inc
626353427,sharon charitable tr
141867440,hunt hill farm trust inc
201762284,biff ruttenberg
223432161,the elizabeth t fessenden charitable
261609483,shank family
134133103,lanie & ethel
201968739,s grace
954380652,lafetra
363413343,george j and theresa l cotsirilos family
352199154,mildred and rolland middlekauff
341957355,samaritan
236286763,esther simon charitable trust p-50418-00-6
562393836,fletcher family
364394506,joseph a and susan j kainz
446009258,elizabeth m watkins trust 3032
726018322,ella west freeman
383361146,kindred spirit
376026817,w d morgan trust harleston national bank trustee
208115212,leo s & emogene burton case
810759168,edmonds family   inc
364719352,zarrella family   inc
462922478,quinn family   inc
133047572,e craig coats jr and christines coats   inc
383355160,vaughan
116415770,paneth family charitable trust
590991920,mitchell wolfson family   inc
586065402,lois & lucy lampkin
202785588,daily service   inc
650883794,the@anne and john tatta family   inc
202942228,blanche m and george l watts mountainside community foudation
541839135,blechman-david   inc
943285094,silver lining
916027040,lizzie brownell irvine & john h irvine testamentary trust
656076105,william d rhodes
237425259,alvah n belding fund
206038266,sanders family   316c6100
582359585,thomas edwin greenbaum charitable   inc
954831929,sawchuk family
260450497,john and jacolyn bucksbaum familyfoundation
770646725,caroline and albert gazin
260482795,jeffrey berman
260513516,the@jo and joe ford family
450472265,wahoos family
720920599,lake charles american press foundat ion
841155083,green fund
236743142,anthony p falcone trust uw
954077657,the herbert and elaine kendall charitable
770557433,sacatar
954791558,schow
232967146,the azeez
43445596,gitlitz family
953705192,sarah a stewart
592827461,the henry   inc
446008901,elizabeth o davis trust 6955 first natl bk of kansas city
46133810,kargman charitable & educational   inc
208493704,odysseyre
133619622,friends of the university of nottingham america inc
550825689,todd a williams fam
222240075,mountain top arboretum inc
133963390,umberto romano and clorinda romano   inc
980362884,figo charitable
363768220,brubaker charitable trust
133690790,preservation fund
942764258,marie eccles caine charitable fdn
436050610,franc k & georgia bentley tr uw 440331
954638300,captains
460447536,horejsi charitable   inc
470870553,kasparov chess   inc
330911609,blachford-cooper   incorporated
201292268,jack van sickle
206309863,the dorian fund
300160241,campbell family
386046718,b d & jane mcintyre
137050361,jack & mae rosenberg charitable tr
271445246,margaret early charitable trust
137113387,risor
204099897,diagnostic imaging
205532477,kenneth w scott
200383031,frankfort family
66462625,mindel   tr
436100486,gerson family
631183109,nall-whatley
232894160,perlow family
363866528,the adjuvant
206300140,mary margaret stucky test tr
376519157,abel and maisie guidry tr
276664980,wintman family charitable tr b
472378768,latika & rajiv jain foundaiton
232900410,brown-daub
330758342,masson
386071109,roy g michell charitable   tr
461584075,first lieutenant pf cureton jr fdn
346605100,gertrude f orr
366079604,geneseo
550769742,august j & thelma s hoffman
237108291,new york jets   inc
411868372,st jude medical
526060897,meserve-basily fund
621819464,elizabeth craig weaver proctor charitable
436902153,fern hill charitable tr fd memory of natalir curtis-hazel hill
137582929,ahearn fam
356040188,stanley a & flora p clark memorial community trust
396096022,col l c christensen charitable & religious   inc
660535017,fnz   inc
943086742,harry a merlo   inc
222725198,the fruscione
770469511,seiger family
311593672,donald f and barbara l newman family
943287969,otter cove
386043103,henrietta m riley trust 33b006006 fbo
411856258,dwight d opperman
306276832,tromble fam   ua 04062011
566065233,robert c and sadie g anderson
316299228,roberts
203524992,cumming philanthropic organization
566042823,doak finch
272142388,ayk family
276829139,earl and ethyle cavett charitable tr
586163005,great oaks
461204810,h tony and marti oppenheimer
262896338,r & s strauss family   inc
461211928,wade charitable trust
311705280,vaughan homestead
731646761,david l simon
273112628,babinski
461620511,wilmes family charitable   inc
581712262,walter g canipe
203389578,d m dilella family   inc
570985138,nemours plantation wildlife
456336031,helen stambaugh charitable fund filing as estate under section 645
223107878,environmental endowment for new jersey inc
366079729,spitz nebenzahl
20491795,oxford league inc
421395312,howe
421652732,victor
636050756,carol w & myron j rothschild fund
42628366,massachusetts maternity & foundling hospital corp
208911858,centimark
356290997,robert & elaine pott
382514364,the ave maria
952501843,sidell-kagan scientific & medical research
943268338,ohana
630983566,the williamson martin & brooke family
263242399,north chicago community partners nfp
421343474,emc insurance
731440816,garwin family
256818502,jane a lehman and alan g lehman
421750001,the robert l james and anne k james
133801701,hales family   inc
522106274,thomas alva edison
411742700,smikis
382470907,word investments inc
461747621,rita j garth charitable
611335008,may wetherby jones charitable
364383745,david m wark & mary ann barrows wark
263264939,donald l schoellerman
61333037,vogt family   inc
346520252,joseph h thompson fund
592214565,michael g cantonis   inc
592880406,apf   inc
870790903,new hope research   inc
237788220,the william m king charitable
431944616,john and alison ferring family
471878570,gilman and gonzalez-falla arts
990290717,harrison r & dorothea s cooke tr
431516154,mary boder charitable trust
396178832,julia blake munster & adele blake scholarship trust
943257271,the uplands family
363617116,marguerite delany hark
206307347,seymour and sylvia rothchild family 2004 charitable
233064289,joan m and david s shrager
336338010,dyer fam
136084093,beir
316023751,weston wabash
866052836,the halstead   in
460951214,py
467490186,james c stewart charitable
956078580,pasadena child health
43555494,lovell charitable fdn res
846277774,carson
471903487,sly wind
251705913,woodmere
946066722,almanor scholarship fund
461512209,john and carolyn conn educational   inc
201971647,susan iieene wirthlin
330935544,dream envision
471930447,leo and yuki graham
227007570,huffhines tr frh bap chur-pia
256357829,ruth e donnally charitable trust 21-10-001-0556475
208027858,george & marion buerkel oscar & ella zoellner
30375665,arlene & daniel fisher
203853573,houston family
205615052,far family
203483888,michael and catherine podell fund
363992941,the warren j & mary lou hayford family
650778968,luther family   inc
453766786,replay
311713864,louis messer and helen messer charitable
320363484,kumar
581996426,paddison family
61051591,rogow greenberg   inc
237435554,harry and thelma surrena memorial fund
112847123,robert and nancy brooks   inc
946077619,charis fund
237423792,femino
133091588,carl c icahn
206554587,robert and helen holland charitable annuity tr
341405958,childrens family care inc
326000096,ferry family
363485265,wallestad
752986397,robert e zetzmann family
562198047,the switzer family   inc
207131734,bucks creek
461550045,agc family
251789856,martha lloyd services inc
846068906,freeman e fairchild meeker charitable trust
223844249,r&c donovan family   inc
134112988,p&c collins fund
256508058,morris and gertrude harris
364304424,pedersen family
742357421,paul & jane meyer family
592753315,hoff   inc
133683886,benjamin & seema pulier charitable   inc
203309379,patrick family
476667880,eric scott bottin
311324522,vhiv inc
436071666,harold p dugdale charitable trust american natl bank ttee
471441687,lance & cindy ruffel family   inc
275271127,whimsie fund
464128862,okane family
166024303,wilhemina c oconnor tr
743052411,cathay bank
251872650,vernon s lehr scholarship fund tr
136919339,joseph & laura wortman   9-150033131768
352021548,duneland health council inc
43527006,the lost &   inc
957053032,achieving america family
522277075,dupkin educational & charitable   inc
593437684,eagles wing   inc
141746478,peale   inc
906123961,doyle l sharp md tr
597021028,alice ann bien mem fdn irrv tr 03062304
113692807,seaworld & busch gardens conservation fund
207045480,johnston jean fbo presbyt ch etaltr
900861311,nast family   inc
136083721,richard
226049246,large
326007063,levi ray & shoup
742588216,whitley charitable
133930172,tomorrow
61616940,lena benas memorial fund
383656678,seme   inc
263937598,triumph group charitable
463799183,gpd group employees   inc
43576893,falun dafa association of new england inc
541969613,gemmer
626344538,bradford family
208907213,the john and ann barney family   inc
650301946,greenfield   inc
541738281,volgenau
133126387,priscilla and richard j schmeelk   inc
133684990,melik-baschkopf
363888439,liberty prairie
521743817,summit charitable   inc
391558684,thomas a plein   ltd
346577309,j b firestone civic trust
472610594,dr george h robinson memorial trust
412193774,norwood life care
460512750,oro y plata
860735230,stardust   inc
201053280,mcwaters family
650098730,lipton
411955405,b & h way
954506411,buehler fam
630971859,vulcan materials company
770529620,vradenburg
336087531,marie roessler charitable remainder annuity tr 052590
911962581,the jean e thomson
364157608,daniel and karen lee family
330622262,susan scott
576024756,james f byrnes
66520730,f curtis thrall and susan b thrall   tr
116552018,elbogen fam charitable tr
46136421,nan & matilda heydt fund
472304877,beth e reinhart charitable trust
363477321,feiger family
453591216,hrd-c   inc
271102300,james and mildred wilkinson charitable tr
311666692,east side youth athletic tr
203885457,roots and wings
203508196,h and b family
202927907,william george carr
436871939,jms charitable   121901
486166410,charles s jones memorial tr fund
236870251,hfo
237156608,ethel & raymond f rice
576100160,the sherman family charitable trust
396779747,richard morton & ruth bailey root charitable tr fd
461186115,chaney family
320383130,k-12 88mm
526036649,john jay hopkins
246018362,walter l schautz
954497916,righteous persons
132895717,ralph landau
366943577,grace m kirk charitable trust
146018221,bentley holden fund
134147704,menezes   inc
752671320,j l williams   inc
201342811,bruce karatz family
880364211,marshall r matley
61514400,alma gibbs donchian charitable   incorporated
426057173,lee
43353896,the@bangor savings bank
566577907,candiss morris trust fbo w morriss
203610677,zafirovski family
131624043,industrial relations counselors inc
742869512,for the advancement of christianity
208970284,josephine and louise cranefoundation
566493042,the paddison family   no ii
452554800,bacchetta
541701307,pine creek camp inc
201572020,engebretson   inc
376050189,fitzgerald scholarship
954436139,ornest family
521756376,nabit   incorporated
520794594,s kann sons company   inc
446014081,r a long
134082818,maher family
911697666,paul m anderson
743246967,eleanor hutchinson parker   inc
236298674,bob hoffman
10733593,twelve labours   inc
208115159,salutare deum
311191673,franklin   inc
426315781,j wesley graham trust uw
237876878,richard a zappala family
616241891,mildred h dunning memorial fund tr tax section
46618088,alexander marvin & grace rogers marvin fndn
581475963,ketchum   1013002304
841467131,sheila fortune
346516726,i j van huffel
203195749,gifts and grace inc
841384487,priester
943357746,robert j glushko & pamela samuelson   233 74c93
263305763,steven ohren
260372739,mmk
461441975,zeigler family
954817618,kleiner cohen
597266000,harold & rebecca gross fdn tuw
592681152,fannie e taylor home for the aged taylor   services
237044623,victor herbert   inc
251827476,american eagle outfitters
936031259,pamplin
841171483,griffin   inc
320044060,the@victor and esther rozen   inc
570977111,the tom and jane addison
208081437,marron   inc
566041570,pearl dixon balthis
726226287,yvonne maxine betson charitable remainder unitrust
46155699,middlecott
266003516,john scully
464785708,joyce m englund charitable
260697610,horner
316672086,donald a gordon private
201665738,hockmeyer   inc
446009267,e f swinney trust 4378
10217212,farmington home for aged people office of pres & trustee
571013959,anna m black charitable   inc
10483892,hannaford charitable
621786761,stoneypeak   inc
363693227,ron and carol cope
116496569,the levitin family charitable trust
141828249,george and shirley moore   inc
593613446,minotty family   inc 736 74m18
731519009,buford family
134077883,lmcl inc
522089849,the stewart and marlene greenebaum family   inc
820498583,hardy   inc
364540423,ina kay   inc
232664951,the percy fund
203960774,ptsrk
596121126,charles a lauffer tr 06-07-014-6826085
10752786,g zachary gund
201760871,donegan-burns
800257975,morris b squire
471415999,mike and patty wilson
421377146,morton j and maisie kaplan
742822598,gorman
166093005,hazen b hinman sr   inc
861062448,jkms williams family   inc
256066268,p m moore
452094500,g and g family
946609731,john & maria laffin tr
26095307,reny charitable fndtn tr ua 010193 gr robert h & carolyn d reny
202717846,van der stricht
223887024,ii corinthians
113048776,neuwirth   inc
656263326,the joseph & sally handleman charitable   trust a
316629597,h malcolm macdonald charitable tr
526047356,diane & norman bernstein
363838536,phyllis and perry schwartz
521649300,the phillip stoddard and adele smith brown
274966949,truth in advertising inc
582275952,george and kathleen woodruff   inc
30353892,chill   a nonprofit corporation
461413900,the children we love
205940392,walter and marie williamsfoundation
272844121,aaron a and maria h putnam family charitable trust
476188006,lillian helms polley trust polley music reference library
411815686,weyerhaeuser day
880362044,marie crowley
26005491,edward wagner & george hosser scholarship fund
522168529,heinrich boell
656421943,simmons family   trust 111003 3025889073
416017973,margaret h and james e kelley   inc
383655991,vanhoose stewart   inc
260271567,eric roberts
581648777,stephen knight pond
266161542,richard paul and ellen s richman private family   tr agre
562026070,lucius wade edwards private   inc
60747389,evelyn w preston tr u/w for myb
436693329,joseph simeon sanchez medical research fund
364052065,crab tree farm   inc
650652107,frank j lewis   inc
366028439,marguerite listeman   fund
616155883,margaret d smock charitable trust
340970919,goerlich family   inc
263263340,bitar
260369836,walter and lucille rubin foundationinc
383588896,weller family
586266735,the thomas h lanier
597270060,co tuw anne j caudal-charitable
113568113,peter and karen iacovelli charitable   inc
460848162,phil and susan smith family   inc
272982177,gerald o mann charitable
223556757,willis and nancy king   inc
826009504,leland d beckman
136155196,sokoloff   inc
237001774,melvina
223695402,marisa and richard stadtmauer family   inc
471936802,the john e@goerlich charitable trust
596781684,ruby diamond   trust
576029520,gambrill
367169705,lee griffin church fund
931306729,anne and eli shapira charitable
756349718,the jenesis group
383190289,monomoy fund inc
396515741,786   49-m020-01-9 ua dtd 031097
226318172,frank s flowers charitable tr uw
346510993,harley c & mary hoover price
66029046,darius miller trust
223745074,lookout   inc
326256438,duane hinkle charitable
391806609,seramur family   inc
411710355,robert e fraser
330916411,otto family
561900147,strickland family
943221616,robert r banks
30575765,the bea and david zack memorial   inc
263709873,shim family
431580486,beth haven group home inc
223381175,gruenberg   inc
200677267,ernest and irma rose
256584269,francis c stumpf in trust for sacred heart school
341855841,miller family
582121970,ginny millner   inc
237830263,elmer r deaver
860842694,delta dental plan of arizona charitable   and trust
581605071,the hussman
137202416,o z whitehead national spiritual assembly of bahais tr uw 05041999
256358729,edward v & jessie l peters charit trust
452872991,krause family
376551558,irma chadbourne charitable tr
200523259,west bancorporation   inc
260269040,r j miller family   inc
237128436,whalley charitable tr
586069146,the alvah h and wyline p chapman   inc
201907993,richard & nancy heiss family
421410912,developing great relationships inc
391653788,richard j resch   ltd
616114573,w a hanger charitable trust
597274205,claude stauffer memorial trust 27 011028543777
236243044,hall
710713232,the peel compton
731621885,m w buddy smith   inc
366168454,earle m combs & virginia m combs
376564847,golden eagle
133579157,william m backer   inc
10567352,seg
957106465,wheeler   tr
223272343,abrams family   inc
61313986,remmer family   inc
133532036,zwerling family
731582836,harold a white and edna l white
382708121,john a & marlene l boll
566355985,elizabeth divine horne tuw
330958243,scott a & elizabeth v christensen charitable
10637863,myra w & jean kent angus
466670773,parker family
236208951,oscar c schmidt trust lutherna home 1513847142 1513847133
770444787,nicholson family
876227329,spencer f and cleone p eccles family
452437081,majic vermont
516016170,trust u/w benjamin potter a/k/a potter charity
223339611,daryl & steven roth
201835821,brett and karen coleman
810630150,lester and phyllis foster
996043763,orlando h lyman charitable trust
205826726,c b laub family   inc
392018087,malcolm stack   inc
261331625,patti and jim wright family
376023961,a e staley jr
275062027,kloepfer family   inc
223840808,the marc sanders
208315034,arthur and catherine singerfoundation
943418538,kpb corporation
236216167,margaret o mccormick charitable tr et al
411704413,gordon & margaret bailey
581818739,the edward colston   inc
383893553,larson financial
586212214,the fred r and edith h westcott fund emory
566180731,l t grantham trust uw
411363847,the valspar
341845200,marshall l & deborah l berkman fam charitable tr
206945564,bernard & pauline herbert scholarship trust 0400221700
136113586,lawrence m gelb   inc
133703903,a h a fund inc
116427321,maimonides tr
236954101,joseph schmitz jr tr u d
60983815,scripps league newspapers education and research fund
743136392,joe & eileen sutton family
876119190,steiner   inc
736098053,robert a parman
465566549,collinsville community
137099577,meehan
311732808,grizzard family   inc
200400483,mccasland family
136069298,ganlee fund
351884585,wanda dudzik memorial scholarship
346514375,stranahan
450502567,frank l vandersloot   inc
526074744,jim and patty rouse charitable   inc
454008807,archer
526808936,hilda c landers charitable tr
461604479,new life
752673430,sear family
236612205,arthur p schultz trust
943122667,the esco
133637705,peter and eaddo kiernan
133617665,susan devine camilli   inc
131861928,christopher d smithers fdn inc
471476785,john b & audrey j odonnell
66302129,1848
476591868,t-serve
43525914,young family
271537927,god only knows
131656331,robert schalkenbach   inc
581265915,health 1st   inc
465048587,greenfield evangelical   inc
522044121,berger-marks
261513089,sun capital partners   inc
621058309,zimmerman
461626228,kirmar
311024383,abc charities inc
363652262,olsson
363585646,the fred and eve simon charitable
630995615,joe lee griffin
256699697,janes & marilyn a gilmore   ua
134041346,green charitable   inc
383666461,shelly and neil mitchell family
133797964,della rosa family
453551627,henry a jubel
200405852,green fam charitable fdn
471357202,sam simon feeding families
464356177,yardi
472442291,sandstone
464111956,franklin square capital partners
830331386,wheeler family
391943131,deena hatch
133981478,jim and linda robinson   inc
330643309,salser family   122394
201690784,promethean
463259132,russell and jane stern charitable
320186844,luci and stan sunshine family   inc
367201890,armer f ahlstrand char fdn tr 31-1343-00-8
421507853,marion e jerome   inc
562203535,troan   inc
255100130,adams family   of nora springs iowa
201524353,peter r marsh
133980685,wagner family   inc
461623018,wayne clark family
743035482,bumgarner family
133140202,anna marie & robert f shapiro family   inc
136160365,winthrop h smith memorial   inc
222808952,alice s ayling scholarship
266320501,laposta-banketas family
133997780,goldman-sonnenfeldt   inc
396346563,byron l walter family trust 11232555600
486172974,isadore e delappe 1972 trust
300177875,mill
141836083,bronfman youth fellowships in israel inc
237092604,claude r & ethel b whittenberger
810627666,fleischaker family
260378563,evergreen
521992602,jorgensen family   inc
341340458,fibus family
391703739,j p c
386643328,edward m & henrietta m knabusch tr 2 011894
131946867,holmes   inc
436877235,jerry and nancy perry family
392041875,cummings christensen family   inc
464355517,sereno mare blu
646214992,james t and valeria b robertson
240795969,moravian union of the kings daughters & sons of bethlehem pa
201190854,van kampen boyer molinari charitable
455288107,kenneth and jean watson fund
226462965,arthur n hershaft
431596378,glasnapp
943301545,blair family   inc
911801754,robert w witter family
356018437,ayres   inc
650300419,scott family   inc
203330559,kern family   inc
263894940,ellis
830411921,florence and robert a rosen family
208113435,glen and bobbie ceiley
310727384,kettering family
202038798,rinker family   inc
364408645,robert j & loretta w cooney family
300049982,swamy family
363925858,great lakes charitable
454196318,ghost lake corporation
202074411,landmark charity
356683779,thomas h ingle and evelyn h ingle trust
141917252,bruce c abrams family
943368453,l b reddy family
133339956,the arthur kontos   inc
260841173,richard b and rhonda m thompson
463923752,pestcoe family
311631801,pleasant river wildlife
526480274,jane w campbell co tr uw
770388598,naren and vinita gupta
616434862,quincy and estine lee charitable
846029641,viola vestal coulter
470741012,warren & velda wilson
562511857,linda brandes
133922034,calamus
20519812,centennial senior center inc
680458175,building better neighborhoods inc
396322949,russell c allen trust
66547406,essendant charitable
453740721,robert e and marcia l schaub family
464355696,urban family
841232001,merlin
586222875,loretta haley mcknight charitable trust
756347666,t j gardner trust no 25-3175-00-4
650342998,bacardi
396084238,dorothy inbusch   inc
756347669,web maddox trust
756036779,pate
20241554,alfred quimby fund ttee
912146031,the harold & yenny kaufman charitable
472259745,elizabeth and eric ward family
300510976,the mortar   inc
946129856,tracy
430666753,charless
421382905,charles hockenberry
263885616,paul and rose carter
916505643,peters family
593338728,b v assisted living inc
204480084,lodestar philanthropic
680438112,the international childrens dream
466395023,montana mental health tr
133918852,elizabeth & michel sorel charitable organization inc
916573273,robert w & june m lloyd charitable tr
593493016,mackinnon family   inc
206750178,fernandes family
113375574,lorber charitable fund
461629018,campisi family   inc
330758379,charles a becker
461547854,tsuha
202355048,obadiah
611314419,irvin f and alice s etscorn charitable
237444954,della martin
866317220,signeski family
760484703,roff
880493403,the robert m barr and roberta armstrong barr
311814353,gerard b lambert
586103356,the louise dallis park benevolent fund number two
352077047,carl thoele fam   non-profit tr
136180873,anita b & howard s richmond   inc
521311337,hazelwild farm educational
596976273,clayton b howe tua 2 charitable 3455000209
943379844,hoenigman family
203618117,brotherhood mutual   inc
232169951,isaac and carol auerbach family
141405827,alice t miner colonial collection
208490871,waldis family   inc
476698438,noren   tr
270769508,merle & sheri de witt
943347336,fitzpatrick family
202210340,park family
846031485,community hospital building inc
205071277,aline and leo jacobsohn foundationinc
205591972,speckman family
263875584,paul and emily singer family
611510360,young family   inc
581955801,hyman   inc
581360279,may gordon latham kellenberger historical
841555566,harry l and eva j puksta
205265903,priscilla and michael baldwinfoundation
300106868,curtis i and paul kossman charitable
201729881,dr kirti jain family   inc
391777930,elizabeth j tellier   inc
237009414,grace & franklin bernsen
10211547,redington memorial home
330776076,jack in the box
770508414,fresno h o p e animal
943357645,epstein-roth
367123072,elmer & sylvia sramek charitable
710710627,the pruet
136094651,sergei s zlinkoff fund for medical research and education inc
237211587,allen d kohl   inc
263788628,sharon s davis   inc
472741658,living stones
341404854,abington
223422337,charles & seryl kushner   inc
260406797,lindley family charitablefoundation
586034319,wormsloe   inc isle of hope
61709921,lumos   inc
236792999,sylvia perkin perp char trst
566116946,florida f chaffee tr fbo grace hospital inc 1013002402
464327757,power   inc
416486803,warren f weck charitable tr
473334867,martha b capps family   inc
223516532,myron & elaine adler private   inc
742182274,association for computers in mathematics and science teaching
742807323,dehan family
316271680,john t and ada m diederich educational trust
273988759,liswhit foundtaion
274393057,j k barker
463904605,coastway cares charitable   ii inc
581693323,colonial   inc
273047161,susan isabel
346545084,oneill brothers
721484636,greater fellowship outreach center inc
201270730,mel wolf
202033594,rjc family
222668435,the curran   inc
656473083,barbara anton memorial
593686985,hard rock cafe   inc
464166996,holle family
133632754,semlitz glaser
436800541,holekamp
264237776,c jay moorhead
446008043,pansy seitz trust-710
770235139,severns family
446010325,william t & frances d grant charitable trust &
412019884,gallagher
367090451,st lucas charitable tr 111594
300003919,fathers table
341907847,the walt & terri bettinger
356072759,george & marie g spencer education
611580661,broadbent family
133420520,dorothea l leonhardt   inc
630968201,bashinsky   inc
311663062,cipione family   inc
271041109,brightwater fund
980362226,the robin and reuben jeffrey family
66029604,james p shea and mary e shea perpetual trust
273247230,thriive
205655738,elerding family
376085205,fred g harrison
510673508,centreville savings bank charitable
541526891,sharp
246023738,abraham w brown trust 1519206509
742802674,kodosky
263878466,lemay family
208087293,neal and lynne miller family
911556810,albert haller
370799839,alton womans home association
366118400,zollie and elaine frank fund
597262197,tua josephine rogers perpetual i
431655154,western professional associates inc
330721979,eddy
136023376,loudoun hospital 3 tr ua p62421006
770537256,higgins-trapnell family
464540736,norma june
930572469,hitchman
746471873,william c and verna upton alder charitable
363486958,wm wrigley jr company
471727792,villa family   inc
204786588,fischer
134192506,the phffoundation inc
931255431,hedinger family
50544710,patrick and robin van daele family
371020959,neal
943354332,the vision
462867328,oakmere   inc
133947134,statue   inc
263694769,hcg jr family fondation
43214315,paul & elaine chervinsky charitable
460882496,don and faith martin family   inc
203085540,hardy huntley charitable   inc
61414462,fernandez family   inc
226098288,zock endowment trust
455521136,medway charitable trust
431978884,center for humans and nature nfp
901035327,grace
201409711,byrd fielder livengood charitable tr
996009140,james and juanita c wo
264396121,wyler family
760664008,andrews charitable
134031038,ziiz inc
133437890,seevers family
137072672,robert & mary lou morgado charitable trust
226147086,henry l vonderleith trust endowment   fund
201637454,robert t and judith b hale
541844579,harris
266688552,edgar b hollis test tr
271125212,walther family
453838006,nuance   inc
207196210,ryan charitable trust
956051140,ryan family charitable
351806534,walker family   inc
260173217,dr calvin martin memorialscholarship fund
596142547,tampa bay times fund inc
237788462,raymond g jackson and emma a jackson scholarship fund
510530585,the puskar family
383340278,martin family
461486926,betsy and michael brauser charitable family   inc
954076113,gold family
742739657,dimmitt garrison
270977514,gff
460468960,arches
271568754,oakstone   inc
561720870,lerner family   inc
232744913,todi
383178229,lila cherri
396759291,mouat fam char tr
262313314,gilmore family scholarship fdn
760443413,fant
366090223,edwin e perkins   t-w 56675-17-6
208060820,tyler
136114269,may ellen & gerald ritter
954714147,armen & gloria hampar family
341894055,leonard and joan horvitz
137342895,elva and lawrence obrien fam tr
222593954,emil r capita charitable
251670828,j bowman proper charitable trust
364379492,gerhard h and patricia weiler family
200877954,healthy earthworks charitable
880368741,joshua
61060970,marie g dennett   inc
136207897,randleigh
746209610,cesle c dues and mamie f dues charitable fdn 19420
410944654,ahs
134185200,carole and harold moskowitz family
581744845,thomas and loraine williams
730622115,northwest oklahoma osteopathic
367338457,robert s and marianne kaminski family
462220813,chemical bank
266161887,steven and kelly mcleod family
232792012,turner family
411957674,platte lake property owners association
586049589,j w & ethel i woodruff
136580977,bessie l bissing trust ua 12-24-34
223085237,tina and richard v carolan   inc
930782568,william j cronin
391977500,hartwig family   inc
876119783,ezekiel r & edna wattis dumke
316202911,nina browne parker tr
816009847,greater montana
830292601,caring   of wyoming inc
521879047,harold and nancy zirkin   inc
133986720,the rebecca amitai & morty schaja   inc
207163272,the charles and joanne mcilwaine
581596729,shelton
300532062,violet l ansorge private   tr 08251999
736243607,paul & helen sisk charitable trust
916030549,frost & margaret snyder
366198002,keating family
146222827,bernard and dorothy layton
770325599,davidson family
363987600,bill nygren
36007183,fletcher farm   inc
454668336,lost bird project inc
770389665,the alon family
136099012,nina haven scholarships inc
261619724,deutsch family
20467589,marshall fund
464911373,jaye penny gould
383567851,william and marie   corp
546771807,for adventist education
746315820,w l & louise e seymour endowment
916488392,summit family irrv washington   trust
766227681,woodhouse family
463285474,clinical research associates llc
650319095,charna and alan b larkin philanthropic fund inc
362546470,s & e bramsen
260217942,marie r hoerner
943374830,wendell family
436113385,renee c crowell trust fbo nelson gallery
204896971,the chief   inc
60942503,lebanon historical society inc
261539629,bockus brown family
203163711,hazel crosby carlton   inc
461567946,lohse family
460484573,lowell n johnson charitable
222561879,yankee alliance inc
363644055,omron   inc
480926521,r e french family educational
133073137,marc haas
541064037,c kenneth and dianne wright
616190121,colonel james t hatfield memorial tr
226051671,lucile and maurice pollak fund
363611254,milton g waldbaum family
260814452,danversbank charitable foundationinc
621498117,blair j wilson charitable trust
251619351,donahue family   inc
232939856,karabots
760481204,west endowment
46060965,howard johnson
630960783,loeb family   inc
596171294,robert lee & thomas m chastain charitable
746038717,lyons
203957984,mimi
521939143,dockser family   inc
363848959,haarlow family charitable
133258414,the grand marnier
